Order Date,Region,Category,Sales,Profit
2020-06-11,West,Office Supplies,4673.77,-851.82
2021-06-15,Central,Furniture,1477.13,8.13
2022-06-27,West,Office Supplies,3313.06,974.22
2020-03-05,West,Office Supplies,2039.45,-128.52
2021-11-01,East,Furniture,3340.28,63.19
2021-07-01,South,Office Supplies,1078.24,-27.75
2020-08-14,West,Office Supplies,684.9,-31.24
2021-11-17,East,Furniture,61.59,-6.85
2022-06-15,South,Furniture,2475.15,-215.44
2020-10-29,South,Technology,1043.36,-78.78
2020-08-14,West,Office Supplies,2529.74,196.28
2020-06-15,West,Office Supplies,2018.25,156.59
2023-06-26,Central,Office Supplies,2526.77,253.78
2021-04-18,West,Technology,2919.21,-468.68
2022-09-21,Central,Furniture,3636.7,413.15
2022-03-27,East,Technology,3287.89,-54.23
2020-10-25,West,Technology,4136.18,398.85
2021-11-23,South,Office Supplies,1460.23,145.43
2021-02-22,East,Technology,3436.39,406.23
2020-12-15,Central,Office Supplies,4901.24,1347.92
2023-03-30,South,Furniture,2053.63,496.71
2020-04-17,West,Office Supplies,4976.0,-904.01
2022-03-20,South,Furniture,4476.2,659.56
2022-06-20,West,Furniture,1212.05,299.03
2023-12-25,West,Technology,316.03,26.82
2022-02-07,South,Office Supplies,2157.13,-418.1
2023-07-03,Central,Furniture,1671.38,380.28
2021-08-05,East,Furniture,1356.22,-206.63
2023-04-01,Central,Office Supplies,327.04,30.32
2020-05-30,Central,Furniture,4847.01,-520.27
2021-05-14,South,Office Supplies,2474.5,500.96
2022-04-25,South,Furniture,4748.18,797.81
2021-12-03,East,Office Supplies,950.09,41.44
2020-02-12,East,Technology,2322.35,271.84
2020-01-10,West,Technology,1150.26,326.34
2022-03-03,West,Technology,4248.56,574.33
2021-08-25,South,Technology,1131.06,-82.63
2023-09-13,East,Technology,1366.43,-7.16
2021-10-09,West,Furniture,60.48,8.61
2021-04-09,East,Technology,175.24,8.01
2022-03-09,Central,Furniture,4501.86,414.11
2022-03-03,South,Technology,4171.32,90.68
2023-06-11,South,Furniture,927.82,76.0
2023-06-08,East,Furniture,1026.2,23.01
2021-06-04,South,Furniture,1701.72,76.42
2020-10-09,East,Furniture,2526.25,-44.14
2021-09-19,Central,Furniture,3678.32,922.13
2023-12-17,West,Furniture,2014.73,476.08
2022-05-26,Central,Technology,2511.02,240.48
2023-01-21,East,Furniture,4018.77,-269.92
2023-09-07,Central,Office Supplies,3563.66,-15.37
2022-11-22,East,Furniture,4599.0,-161.24
2022-10-31,East,Office Supplies,3919.45,977.91
2023-12-09,Central,Furniture,3798.73,369.03
2020-03-20,East,Furniture,3666.58,348.51
2021-04-26,West,Technology,2795.34,-317.25
2023-02-20,East,Furniture,2729.95,639.23
2020-08-28,East,Furniture,4034.11,963.57
2022-03-21,South,Technology,1203.25,-52.66
2021-12-24,West,Office Supplies,745.33,72.82
2022-07-19,Central,Technology,4769.72,-720.31
2023-08-22,East,Office Supplies,2691.15,-382.14
2020-05-20,South,Technology,1228.72,235.53
2021-09-03,Central,Office Supplies,4926.43,285.35
2023-06-11,South,Furniture,2034.93,-198.46
2023-05-06,South,Furniture,2934.76,649.37
2021-12-29,West,Office Supplies,4540.02,293.08
2020-12-24,East,Technology,2700.29,527.62
2023-06-19,West,Furniture,276.23,59.04
2021-03-18,South,Furniture,2733.25,264.39
2022-03-13,West,Technology,1234.52,366.2
2022-10-21,East,Technology,3845.91,528.92
2021-11-04,Central,Office Supplies,3768.15,-201.89
2022-06-07,East,Furniture,487.77,12.77
2023-05-19,South,Office Supplies,1594.08,112.13
2022-10-11,East,Technology,357.63,98.83
2023-10-28,Central,Office Supplies,1434.44,-169.92
2023-09-25,Central,Technology,2845.74,-330.57
2023-09-07,West,Technology,4227.84,923.82
2020-12-03,East,Furniture,4829.72,437.6
2021-03-11,West,Furniture,291.89,23.4
2020-12-14,Central,Furniture,3597.53,992.77
2022-02-13,East,Technology,3405.3,435.05
2023-09-20,South,Technology,127.03,25.3
2020-04-19,East,Furniture,1306.29,-182.66
2020-12-08,East,Office Supplies,469.7,65.69
2023-06-16,Central,Technology,258.25,-17.37
2023-03-12,West,Furniture,3730.83,407.63
2021-06-16,East,Furniture,2770.67,374.1
2022-03-23,Central,Office Supplies,908.03,-11.52
2021-03-26,Central,Office Supplies,1220.86,11.89
2023-08-18,South,Technology,3199.99,186.85
2022-03-04,South,Technology,4225.57,696.06
2020-01-11,East,Technology,1272.28,187.83
2022-04-01,South,Technology,2574.62,574.44
2021-10-01,East,Office Supplies,3299.28,-520.58
2021-11-17,South,Furniture,943.19,73.5
2020-11-30,East,Technology,4121.08,964.41
2020-02-08,West,Technology,4037.62,-609.9
2020-06-10,West,Office Supplies,1033.95,57.61
2023-06-06,West,Furniture,3629.47,548.03
2020-12-29,East,Office Supplies,2179.6,-131.56
2022-06-18,East,Technology,2448.82,638.32
2021-10-25,East,Technology,2513.77,279.03
2021-10-06,Central,Office Supplies,3378.62,700.12
2021-03-29,West,Office Supplies,3603.84,600.62
2020-03-03,South,Office Supplies,1470.43,353.99
2021-03-21,South,Technology,2116.05,431.86
2021-09-19,South,Office Supplies,683.35,103.68
2020-12-05,West,Office Supplies,652.96,-110.23
2022-09-15,Central,Furniture,4656.83,359.07
2022-11-15,South,Office Supplies,2634.9,734.51
2022-06-13,East,Office Supplies,3301.08,916.13
2021-01-14,Central,Furniture,2187.45,34.41
2021-09-03,East,Furniture,764.52,137.17
2022-12-25,Central,Technology,3374.89,994.38
2023-02-19,West,Office Supplies,2777.24,240.42
2020-09-28,Central,Furniture,259.35,52.53
2020-07-15,Central,Furniture,483.68,72.85
2021-07-31,East,Technology,749.35,-123.99
2023-03-21,Central,Technology,3367.46,558.7
2020-11-23,East,Furniture,3785.22,502.96
2023-08-06,West,Furniture,2878.91,-86.23
2023-06-04,Central,Technology,3383.69,-10.53
2021-04-03,East,Furniture,4842.45,-809.0
2020-10-18,East,Office Supplies,4644.12,-670.81
2020-07-03,South,Furniture,4782.0,708.53
2020-08-14,South,Office Supplies,4067.02,936.44
2021-10-10,Central,Technology,2753.08,787.95
2020-09-26,West,Furniture,236.25,36.98
2022-11-01,East,Furniture,1971.46,404.89
2023-12-12,Central,Office Supplies,4350.87,39.99
2020-02-19,East,Office Supplies,1566.76,153.18
2023-06-17,East,Technology,4167.27,-752.41
2023-09-09,West,Technology,1106.49,-189.8
2021-12-04,Central,Office Supplies,468.39,-55.88
2023-09-23,South,Technology,1537.02,-125.48
2023-12-19,Central,Technology,2380.75,575.25
2023-10-02,West,Technology,1224.69,44.98
2023-08-29,West,Furniture,3373.92,-379.18
2020-07-21,Central,Office Supplies,4020.32,-439.94
2023-05-06,Central,Office Supplies,657.18,-9.13
2020-06-29,South,Office Supplies,3597.59,-334.75
2021-08-23,South,Furniture,3430.27,485.39
2021-08-23,West,Office Supplies,4896.72,-959.22
2020-02-08,West,Technology,2247.6,-42.29
2023-05-28,Central,Technology,451.02,9.67
2020-05-26,West,Office Supplies,1935.59,522.56
2020-07-01,Central,Technology,794.19,34.87
2020-04-08,West,Technology,4306.83,382.22
2020-12-08,East,Furniture,1976.94,-251.41
2020-03-12,West,Office Supplies,3306.28,823.49
2021-05-02,West,Office Supplies,520.82,-64.31
2021-06-27,West,Furniture,4034.82,71.31
2020-02-18,East,Technology,4199.05,-487.46
2020-02-02,West,Furniture,1409.31,-53.51
2021-02-21,Central,Technology,1097.91,250.75
2022-07-12,East,Furniture,839.22,40.36
2021-01-01,South,Furniture,1134.58,154.83
2021-05-06,West,Office Supplies,1773.93,443.26
2023-10-16,Central,Technology,2879.84,542.29
2022-03-21,West,Office Supplies,165.07,28.79
2020-05-07,South,Office Supplies,2379.15,252.1
2023-09-08,South,Technology,1500.47,-235.36
2021-03-02,East,Technology,3756.98,-66.32
2023-08-07,Central,Furniture,263.66,37.58
2021-08-03,South,Office Supplies,939.76,246.34
2021-01-02,South,Furniture,504.47,80.62
2023-03-11,West,Furniture,3566.2,469.34
2023-08-06,East,Office Supplies,1651.77,205.02
2021-06-24,Central,Furniture,3213.97,6.55
2021-08-20,West,Office Supplies,4215.06,-228.63
2022-04-24,West,Technology,3884.2,1109.37
2020-06-27,West,Furniture,4263.3,721.05
2022-03-22,Central,Technology,4074.84,-704.88
2020-02-23,South,Technology,399.71,-32.74
2021-10-13,South,Office Supplies,684.32,90.85
2021-02-24,South,Technology,182.36,-20.66
2021-05-27,West,Furniture,1325.19,-118.21
2023-06-25,West,Technology,1343.93,-186.02
2023-03-20,West,Technology,2770.15,82.95
2022-03-16,West,Office Supplies,3593.18,1072.96
2021-06-27,East,Technology,2811.36,370.84
2020-04-16,East,Technology,511.57,0.38
2023-09-30,West,Office Supplies,2212.95,380.29
2021-08-17,East,Office Supplies,930.62,91.21
2023-10-28,East,Furniture,1972.23,-188.92
2021-07-05,South,Technology,3046.24,110.85
2020-06-08,Central,Furniture,1803.2,19.46
2021-11-18,South,Office Supplies,3426.02,598.01
2021-03-20,Central,Technology,3974.75,303.57
2022-09-17,West,Furniture,3873.18,-122.86
2020-01-11,South,Technology,3542.55,-109.04
2020-02-14,West,Furniture,126.03,28.95
2023-12-30,West,Office Supplies,4938.62,901.33
2020-05-21,West,Furniture,653.1,174.05
2020-08-02,East,Technology,118.75,30.96
2023-12-06,Central,Technology,762.62,47.5
2022-09-25,South,Furniture,4996.59,454.54
2020-01-21,West,Furniture,2255.55,336.55
2023-04-28,South,Technology,385.78,18.74
2023-05-23,West,Technology,4154.7,336.69
2021-07-18,West,Technology,1981.68,-342.98
2023-02-20,Central,Technology,3038.7,-110.06
2023-08-02,South,Technology,553.76,-79.46
2023-10-19,South,Technology,2122.99,-396.35
2022-03-26,Central,Technology,3072.61,157.63
2021-04-24,South,Office Supplies,715.78,36.03
2023-03-20,Central,Furniture,3600.61,-514.33
2023-08-22,South,Office Supplies,706.4,12.82
2023-06-17,South,Furniture,576.65,-86.73
2022-12-22,South,Office Supplies,4292.44,-781.84
2020-05-07,Central,Furniture,3074.28,220.71
2022-12-28,Central,Office Supplies,2742.22,333.21
2021-06-21,East,Office Supplies,1058.62,304.45
2022-04-06,Central,Office Supplies,1307.9,174.36
2021-01-01,East,Technology,3119.03,-166.9
2020-09-12,South,Furniture,3302.23,-538.87
2022-08-09,West,Furniture,3743.67,266.22
2022-06-13,East,Technology,4017.21,482.15
2020-04-10,South,Office Supplies,3562.09,-414.83
2023-11-01,Central,Office Supplies,2905.5,311.91
2020-11-12,East,Furniture,4421.48,468.36
2021-07-29,East,Office Supplies,1951.08,246.7
2021-04-06,East,Office Supplies,1000.97,270.15
2020-05-08,Central,Office Supplies,1557.37,431.29
2020-10-15,Central,Technology,3028.89,560.85
2021-07-18,South,Furniture,4548.03,-346.52
2023-09-18,West,Office Supplies,2277.34,-406.58
2022-03-01,South,Office Supplies,3560.99,127.59
2021-01-21,South,Technology,4123.04,110.4
2021-04-14,West,Technology,3269.2,386.19
2023-05-07,South,Office Supplies,806.2,146.05
2020-08-02,East,Office Supplies,1621.87,440.43
2020-08-22,Central,Office Supplies,3586.88,963.25
2021-12-31,West,Office Supplies,936.47,-9.89
2022-11-05,South,Office Supplies,3310.34,954.56
2023-12-27,South,Furniture,4051.28,556.63
2021-11-19,South,Technology,3535.88,326.91
2021-07-20,West,Furniture,797.94,-69.35
2020-01-03,West,Furniture,104.98,27.14
2021-08-26,Central,Furniture,4372.73,-438.2
2021-05-04,Central,Technology,484.53,58.41
2023-04-09,West,Technology,1887.48,134.74
2023-01-21,West,Furniture,2606.63,284.85
2022-02-21,Central,Office Supplies,4254.41,-847.93
2023-01-04,Central,Office Supplies,3087.23,347.88
2022-12-04,Central,Technology,588.54,76.56
2021-11-10,West,Office Supplies,2206.42,-162.46
2022-03-18,East,Office Supplies,1319.28,101.65
2021-05-17,South,Office Supplies,1499.97,203.02
2020-09-09,Central,Furniture,1804.8,425.63
2023-05-19,South,Technology,1218.98,170.21
2023-12-13,East,Office Supplies,4841.28,-649.08
2022-07-07,South,Office Supplies,4295.29,752.92
2022-01-22,West,Furniture,1607.6,305.41
2022-10-11,West,Furniture,2066.77,-370.28
2020-11-21,West,Technology,507.76,-80.77
2020-04-29,South,Office Supplies,4297.25,3.16
2021-08-18,East,Office Supplies,949.99,259.41
2022-09-17,Central,Furniture,3266.99,-595.03
2020-06-16,South,Office Supplies,4834.13,1018.53
2023-09-02,East,Office Supplies,605.78,-63.93
2020-06-26,Central,Office Supplies,2316.6,541.6
2022-02-04,South,Furniture,4868.33,490.35
2022-08-09,East,Furniture,2290.34,68.19
2022-06-18,South,Furniture,791.07,-137.04
2022-06-03,West,Furniture,3917.75,-314.01
2023-09-24,East,Technology,2193.47,-284.38
2020-03-07,Central,Furniture,4994.3,257.98
2020-11-30,West,Office Supplies,2773.92,195.04
2020-04-08,South,Office Supplies,1749.97,-222.82
2022-05-30,Central,Furniture,562.78,90.34
2022-07-01,West,Technology,254.82,-28.49
2023-10-27,Central,Office Supplies,4665.93,-930.42
2020-11-26,Central,Office Supplies,1393.66,344.02
2022-08-18,South,Office Supplies,823.94,-50.82
2021-07-01,South,Office Supplies,2396.69,101.32
2020-05-25,South,Technology,2368.04,-268.99
2021-01-07,South,Furniture,4065.23,641.31
2020-05-27,East,Furniture,2132.42,470.03
2020-10-04,South,Furniture,2625.25,420.51
2020-04-24,South,Office Supplies,4886.4,531.47
2021-06-06,West,Office Supplies,3461.23,38.99
2020-04-12,East,Furniture,3359.89,266.13
2021-09-14,East,Office Supplies,2699.23,-529.22
2021-01-05,South,Office Supplies,2007.79,-367.94
2021-01-03,South,Furniture,1157.81,201.68
2023-11-11,Central,Furniture,3047.57,148.58
2022-08-15,South,Furniture,1423.07,299.1
2021-03-08,West,Furniture,376.6,-25.71
2020-04-23,West,Office Supplies,54.25,10.97
2020-03-02,East,Office Supplies,99.79,-8.89
2020-01-18,Central,Furniture,3054.88,-212.7
2021-12-26,East,Office Supplies,87.94,18.66
2021-06-10,West,Office Supplies,2934.51,-103.68
2020-05-24,West,Furniture,661.81,12.61
2022-06-07,West,Furniture,2674.17,624.42
2022-06-16,East,Office Supplies,3109.16,-263.54
2023-03-27,Central,Office Supplies,610.84,2.86
2021-06-29,West,Office Supplies,1384.67,191.4
2022-09-20,East,Technology,3115.21,154.42
2020-10-20,South,Office Supplies,730.07,-106.93
2020-10-04,Central,Technology,2500.52,447.38
2021-06-05,South,Furniture,3906.28,-532.37
2021-11-03,Central,Furniture,334.04,28.28
2020-04-21,East,Furniture,2600.57,-441.86
2021-10-18,West,Furniture,1997.65,392.22
2020-09-17,East,Office Supplies,2159.5,401.83
2021-07-05,East,Technology,552.4,119.57
2021-03-21,Central,Office Supplies,424.28,115.26
2020-07-11,Central,Office Supplies,746.37,-61.66
2023-11-14,East,Technology,3332.15,-112.24
2023-08-12,West,Technology,3613.38,-456.06
2021-03-17,West,Technology,4513.93,1121.66
2020-04-04,South,Office Supplies,1984.33,-207.4
2021-08-31,East,Furniture,247.31,-27.68
2022-05-24,South,Office Supplies,1976.89,88.32
2020-04-21,Central,Furniture,4735.0,842.81
2022-04-25,East,Technology,2782.76,652.24
2021-07-29,East,Office Supplies,2400.77,260.83
2023-04-30,South,Technology,367.55,-11.03
2023-11-14,East,Furniture,613.48,58.77
2020-06-06,Central,Furniture,1439.76,264.21
2023-02-12,West,Technology,4497.89,1278.99
2020-04-16,East,Technology,1055.55,42.59
2023-10-15,East,Office Supplies,508.71,131.65
2022-02-06,South,Furniture,3895.46,1104.81
2020-12-31,West,Furniture,1946.63,52.46
2021-07-08,Central,Furniture,1737.32,-209.24
2020-05-21,Central,Furniture,4257.32,-762.78
2021-02-19,West,Furniture,4047.28,-463.46
2020-02-29,West,Technology,3645.33,246.71
2022-06-09,Central,Furniture,2388.35,47.31
2023-01-31,West,Office Supplies,2923.0,746.01
2022-07-02,East,Furniture,1773.37,-216.25
2022-07-14,East,Technology,4820.08,-878.24
2020-06-23,East,Furniture,2365.93,245.96
2023-09-12,East,Office Supplies,3329.54,219.51
2020-08-28,Central,Office Supplies,1397.1,35.09
2021-07-09,West,Office Supplies,1496.87,-155.67
2022-01-10,Central,Office Supplies,2452.14,-412.43
2023-11-13,East,Office Supplies,2308.83,-87.43
2023-04-24,Central,Technology,4122.04,56.8
2023-04-05,East,Furniture,1326.19,104.81
2022-07-27,East,Furniture,1087.26,112.63
2020-04-11,South,Furniture,4335.73,-198.31
2020-10-23,South,Technology,3219.96,682.63
2023-10-29,West,Technology,924.76,123.18
2022-08-01,Central,Furniture,4136.78,-237.8
2021-08-13,South,Office Supplies,938.1,-76.21
2022-10-14,East,Office Supplies,3590.23,794.11
2021-01-02,West,Technology,2883.71,-424.26
2023-10-29,South,Office Supplies,656.41,-47.42
2023-05-22,South,Furniture,1181.35,135.17
2020-09-07,South,Technology,1274.67,197.01
2023-07-28,Central,Furniture,2264.76,145.54
2021-08-05,Central,Furniture,3458.51,-270.21
2022-10-14,Central,Technology,3150.91,-46.67
2022-11-08,South,Office Supplies,664.46,175.78
2021-10-22,West,Technology,1204.4,-112.57
2023-07-31,Central,Office Supplies,4069.86,-466.28
2020-04-27,Central,Technology,4699.35,780.65
2020-07-29,South,Office Supplies,60.13,5.03
2023-08-09,West,Technology,4137.01,-19.94
2020-06-30,South,Office Supplies,494.85,51.12
2022-07-29,South,Office Supplies,4539.17,-128.37
2021-11-22,South,Furniture,3606.29,706.92
2023-09-28,South,Furniture,4944.67,-913.78
2020-01-05,West,Office Supplies,4924.19,745.04
2022-02-07,East,Technology,3120.51,790.64
2020-10-22,Central,Furniture,1287.6,-225.09
2023-12-03,Central,Furniture,4136.69,371.27
2020-09-22,West,Technology,960.59,-168.71
2021-08-02,East,Furniture,3622.41,-572.04
2022-12-07,West,Technology,658.7,-41.21
2023-01-25,West,Technology,2185.46,134.5
2020-05-01,Central,Office Supplies,1270.7,349.2
2020-02-27,East,Furniture,2480.66,257.63
2021-07-10,South,Technology,684.55,107.84
2022-04-12,West,Technology,109.4,-17.34
2021-01-19,East,Office Supplies,2140.39,-308.76
2022-07-31,South,Technology,343.42,34.48
2021-05-18,Central,Technology,1942.02,-132.61
2020-06-06,East,Furniture,1883.28,445.45
2021-09-25,South,Technology,3826.01,553.99
2021-09-19,East,Office Supplies,812.5,121.81
2020-03-18,Central,Office Supplies,2147.82,132.92
2020-10-08,East,Technology,3095.86,-13.63
2021-04-20,West,Furniture,4341.47,1209.78
2022-01-27,Central,Technology,541.91,150.14
2023-01-19,East,Furniture,2460.33,512.76
2021-06-25,East,Furniture,592.67,-55.98
2020-05-27,East,Technology,3488.73,-214.97
2023-08-07,West,Furniture,3853.31,90.95
2022-08-17,Central,Technology,729.36,164.15
2020-05-02,Central,Technology,3689.09,406.3
2023-01-11,West,Office Supplies,4966.82,-472.32
2023-12-17,East,Technology,3764.77,287.65
2022-09-07,South,Office Supplies,2683.73,514.07
2022-12-13,East,Office Supplies,3900.32,-484.36
2020-03-17,Central,Office Supplies,3224.92,-63.74
2022-06-17,Central,Technology,4240.56,875.28
2023-06-07,South,Office Supplies,696.72,-10.64
2023-08-02,West,Technology,884.98,127.62
2022-10-29,South,Office Supplies,970.19,70.68
2020-06-17,East,Office Supplies,1627.38,335.71
2020-05-29,South,Furniture,4736.44,241.72
2021-08-04,South,Office Supplies,4495.24,397.81
2022-12-08,South,Office Supplies,1382.46,139.28
2022-01-04,West,Technology,2808.64,0.48
2021-09-22,East,Furniture,3187.37,-208.25
2022-01-30,West,Furniture,4901.96,241.72
2020-11-16,Central,Furniture,4707.94,1281.89
2020-07-04,West,Furniture,2997.13,260.49
2023-07-29,West,Technology,1713.53,-272.36
2023-10-31,East,Technology,3891.69,440.1
2020-10-22,West,Furniture,4836.86,344.82
2020-05-30,West,Office Supplies,213.8,22.09
2020-05-28,South,Office Supplies,2543.42,-166.98
2020-09-04,West,Furniture,1738.07,305.36
2023-08-29,South,Furniture,54.35,3.63
2021-09-05,West,Technology,3107.93,-445.71
2020-06-19,West,Technology,3567.96,-690.22
2020-07-24,East,Technology,927.69,-147.41
2023-01-18,Central,Office Supplies,4323.84,-844.44
2022-09-14,South,Office Supplies,2993.48,377.37
2020-10-21,East,Office Supplies,3510.71,-302.2
2022-04-21,East,Office Supplies,1056.36,129.73
2023-01-30,East,Furniture,3375.69,894.75
2020-11-25,East,Furniture,4666.4,1377.64
2023-08-23,West,Technology,1104.73,75.73
2023-12-18,South,Technology,1592.73,199.98
2021-02-17,East,Technology,2591.65,442.12
2022-09-18,West,Office Supplies,4962.48,454.46
2023-11-19,West,Furniture,2886.45,-399.21
2023-09-06,Central,Office Supplies,4207.08,1247.84
2023-01-02,Central,Office Supplies,941.81,26.67
2021-04-08,West,Technology,547.31,101.2
2022-02-09,East,Technology,1276.44,-111.15
2022-09-30,West,Office Supplies,3091.49,190.46
2023-08-15,Central,Technology,4621.39,172.28
2023-03-29,East,Office Supplies,4603.34,821.1
2022-03-24,Central,Office Supplies,4793.01,-766.83
2020-07-24,South,Office Supplies,3427.27,-621.15
2023-03-15,South,Office Supplies,2912.42,-187.2
2022-02-04,South,Office Supplies,2743.35,242.13
2022-03-06,South,Office Supplies,363.0,-29.0
2023-10-01,West,Furniture,3852.28,-398.38
2023-03-02,Central,Furniture,475.61,42.88
2020-12-31,South,Furniture,3617.05,928.58
2022-12-15,Central,Furniture,4987.85,-845.91
2021-08-01,East,Furniture,3702.25,633.64
2020-11-07,South,Technology,2167.32,421.4
2021-08-03,South,Office Supplies,764.02,-96.06
2020-09-01,Central,Furniture,4149.48,-104.27
2023-01-18,West,Furniture,2313.61,179.99
2021-03-27,Central,Technology,1628.17,174.99
2020-09-26,South,Office Supplies,3090.21,897.04
2023-03-29,South,Furniture,2330.21,622.87
2023-08-02,Central,Furniture,227.87,-20.48
2022-09-03,East,Furniture,4563.94,527.63
2023-12-28,South,Furniture,4096.8,533.05
2020-05-30,East,Technology,4633.44,1093.32
2021-09-14,East,Furniture,2017.43,562.6
2021-02-26,South,Furniture,1842.86,-234.24
2020-06-18,West,Technology,4509.08,930.5
2023-08-10,Central,Technology,722.49,23.41
2022-07-04,East,Technology,3902.22,-113.97
2022-05-31,South,Furniture,3505.67,651.69
2020-06-01,South,Office Supplies,172.52,45.88
2022-07-29,Central,Furniture,3351.04,335.37
2021-05-03,East,Technology,3784.98,552.83
2022-12-09,West,Office Supplies,4075.44,-79.98
2020-08-02,East,Technology,3629.75,728.67
2023-03-10,East,Technology,4756.22,-887.88
2021-04-07,East,Office Supplies,460.31,-60.73
2021-11-05,East,Technology,2892.51,-371.78
2021-09-05,Central,Technology,3879.41,-229.5
2021-08-10,Central,Technology,1730.08,69.29
2023-12-02,East,Furniture,534.57,23.32
2022-01-05,East,Furniture,1798.66,123.17
2020-11-26,West,Office Supplies,4545.92,216.65
2021-03-15,West,Office Supplies,713.49,140.23
2020-03-08,Central,Technology,4696.65,30.42
2021-10-03,Central,Technology,64.87,-3.3
2020-09-17,East,Office Supplies,4999.63,-500.53
2020-12-20,East,Office Supplies,2041.5,601.44
2020-06-06,Central,Technology,2321.47,508.65
2021-05-26,East,Furniture,1061.03,-181.97
2022-02-12,West,Technology,3979.73,332.09
2023-06-09,South,Furniture,3907.8,-770.83
2023-08-28,South,Furniture,4278.05,544.16
2023-02-16,East,Furniture,3719.23,-234.3
2020-01-04,West,Furniture,4470.68,-360.94
2021-02-28,East,Furniture,2951.0,52.26
2020-07-30,West,Technology,2360.48,-136.3
2021-01-01,Central,Office Supplies,1888.87,435.6
2020-08-10,Central,Technology,2931.99,446.44
2022-04-23,West,Technology,3886.01,88.12
2021-04-11,West,Furniture,2739.01,-263.02
2021-03-14,East,Office Supplies,2176.88,-392.36
2023-01-09,East,Technology,4419.85,-122.35
2020-12-16,East,Furniture,137.84,9.0
2021-08-17,South,Technology,3523.9,-557.24
2020-04-07,West,Furniture,4014.12,74.17
2023-10-17,West,Furniture,1802.72,478.46
2020-10-17,West,Office Supplies,2621.61,219.99
2023-10-18,East,Technology,3517.89,301.25
2020-01-10,West,Technology,683.49,-26.6
2023-03-01,South,Technology,199.15,23.12
2023-10-31,South,Furniture,4367.92,-773.77
2020-05-29,Central,Technology,3029.91,257.3
2020-09-15,East,Furniture,1582.39,16.57
2020-08-19,West,Furniture,1827.8,68.16
2023-06-27,Central,Furniture,3944.66,-745.36
2020-11-20,East,Furniture,2109.34,-327.76
2021-01-31,South,Technology,4433.22,600.47
2021-10-11,Central,Office Supplies,190.86,54.16
2023-04-04,Central,Technology,4909.15,-252.99
2022-10-23,South,Technology,3411.31,996.71
2020-05-14,South,Office Supplies,4163.46,3.57
2022-04-11,South,Office Supplies,2793.74,-550.66
2023-08-15,Central,Furniture,3071.14,505.48
2021-06-07,Central,Technology,617.0,42.91
2022-04-23,West,Furniture,4081.09,-673.74
2023-03-09,South,Technology,2604.62,-108.78
2021-07-09,Central,Office Supplies,3160.45,223.03
2023-02-07,East,Furniture,3401.99,932.42
2023-04-28,East,Furniture,2675.07,-302.1
2021-12-29,West,Office Supplies,4780.1,1354.82
2022-08-07,West,Office Supplies,545.94,-53.94
2023-01-29,South,Office Supplies,2892.16,217.15
2022-08-02,South,Office Supplies,775.14,-61.73
2021-09-22,West,Office Supplies,3515.73,356.67
2023-12-12,South,Technology,3743.97,-141.14
2023-11-03,Central,Furniture,2985.24,404.82
2023-05-16,Central,Technology,2619.19,632.8
2021-08-08,West,Furniture,2793.09,398.74
2020-05-02,West,Office Supplies,2103.54,357.82
2023-03-14,East,Furniture,3613.73,507.73
2021-10-08,West,Technology,4416.78,-818.3
2023-10-16,South,Office Supplies,1870.53,281.64
2021-10-12,South,Office Supplies,4383.36,-395.17
2022-09-06,South,Furniture,981.83,-85.56
2022-05-26,South,Furniture,3103.12,852.57
2020-07-26,South,Office Supplies,4545.2,-584.57
2023-06-03,Central,Technology,1573.88,267.27
2021-06-04,Central,Technology,237.62,11.48
2022-07-16,South,Technology,4377.46,-753.93
2020-11-03,Central,Furniture,3599.19,818.61
2023-05-01,West,Office Supplies,1878.42,-188.75
2021-10-22,West,Furniture,665.57,-2.1
2023-12-07,East,Office Supplies,1532.79,50.82
2021-04-06,East,Furniture,4535.6,-768.67
2023-11-09,Central,Furniture,4512.58,195.52
2023-04-14,South,Technology,2330.35,-415.19
2020-06-10,South,Office Supplies,399.89,0.78
2022-11-14,Central,Furniture,3913.46,-277.52
2020-06-24,South,Office Supplies,305.62,-10.05
2022-11-27,West,Technology,3471.71,271.43
2022-05-04,East,Office Supplies,4277.85,1186.8
2021-08-25,West,Furniture,4436.63,590.01
2023-10-12,Central,Office Supplies,660.06,-84.92
2021-01-13,Central,Office Supplies,1487.9,-194.96
2021-10-20,West,Office Supplies,311.87,-49.46
2020-01-16,South,Technology,2282.72,254.49
2022-04-18,South,Furniture,186.59,0.63
2023-06-13,East,Furniture,4414.08,504.91
2020-08-13,South,Technology,2616.53,442.66
2023-09-24,South,Furniture,2577.0,411.06
2022-06-30,Central,Furniture,997.74,209.9
2020-10-20,South,Office Supplies,392.37,-35.02
2022-05-15,West,Office Supplies,913.2,-101.27
2021-02-27,West,Furniture,2827.55,312.84
2023-05-06,South,Office Supplies,130.87,12.74
2021-08-18,East,Office Supplies,4173.07,-523.56
2023-10-25,South,Technology,2278.04,-270.0
2021-07-31,South,Furniture,2537.38,389.02
2023-03-14,West,Technology,1272.3,99.36
2020-08-02,East,Furniture,783.53,131.09
2023-08-20,South,Furniture,4200.67,476.49
2020-01-01,West,Technology,2180.06,214.4
2020-03-15,Central,Technology,511.64,-59.47
2023-07-30,South,Office Supplies,3966.74,-763.85
2021-04-27,West,Technology,2417.72,-154.49
2021-05-24,South,Technology,572.09,118.76
2023-09-24,South,Office Supplies,4490.52,-509.43
